"animal" "DIM" "CG" "MY"
"2070" "1042" 222 "32" 25.7
"2071" "1042" 226 "32" 25.7
"2072" "1042" 229 "32" 26.1
"2073" "1042" 234 "32" 26.7
"2074" "1042" 236 "32" 27.4
"2075" "1042" 240 "32" 29.1
"2076" "1042" 243 "32" 29.6
"2077" "1042" 247 "32" 29.4
"2078" "1042" 250 "32" 27.1
"2079" "1042" 256 "32" 26.2
"2080" "1042" 257 "32" 26
"2081" "1042" 261 "32" 23.8
"2082" "1042" 269 "32" 22.8
"2083" "1042" 271 "32" 21.2
"2084" "1042" 276 "32" 21.8
"2085" "1042" 279 "32" 24.2
"2086" "1042" 282 "32" 22.6
"2087" "1042" 292 "32" 19.6
"2088" "1042" 7 "33" 28.9
"2089" "1042" 10 "33" 30.8
"2090" "1042" 14 "33" 32.4
"2091" "1042" 17 "33" 35.5
"2092" "1042" 20 "33" 39.6
"2093" "1042" 27 "33" 38.8
"2094" "1042" 34 "33" 42.2
"2095" "1042" 41 "33" 38.4
"2096" "1042" 48 "33" 40.1
"2097" "1042" 55 "33" 37.8
"2098" "1042" 62 "33" 35.2
"2099" "1042" 65 "33" 39.5
"2100" "1042" 69 "33" 33
"2101" "1042" 72 "33" 34.6
"2102" "1042" 76 "33" 32.4
"2103" "1042" 79 "33" 34.7
"2104" "1042" 83 "33" 35
"2105" "1042" 86 "33" 35.2
"2106" "1042" 90 "33" 34.5
"2107" "1042" 93 "33" 30.1
"2108" "1042" 97 "33" 33.8
"2109" "1042" 100 "33" 33.7
"2110" "1042" 104 "33" 33.4
"2111" "1042" 107 "33" 35.6
"2112" "1042" 112 "33" 35.5
"2113" "1042" 115 "33" 39.3
"2114" "1042" 123 "33" 36.4
"2115" "1042" 146 "33" 29.2
"2116" "1042" 148 "33" 33.6
"2117" "1042" 152 "33" 37.4
"2118" "1042" 158 "33" 36.8
"2119" "1042" 160 "33" 34.1
"2120" "1042" 163 "33" 35.3
"2121" "1042" 167 "33" 36.5
"2122" "1042" 170 "33" 31.4
"2123" "1042" 174 "33" 26.3
"2124" "1042" 176 "33" 30.9
"2125" "1042" 181 "33" 28.4
"2126" "1042" 184 "33" 24.5
"2127" "1042" 188 "33" 28.6
"2128" "1042" 191 "33" 29.4
"2129" "1042" 196 "33" 24
"2130" "1042" 198 "33" 25.3
"2131" "1042" 203 "33" 24.1
"2132" "1042" 205 "33" 24.5
"2133" "1042" 209 "33" 26.6
"2134" "1042" 212 "33" 25
"2135" "1042" 220 "33" 19.9
"2136" "1042" 223 "33" 25.2
"2137" "1042" 226 "33" 22.9
"2138" "1042" 230 "33" 20.1
"2139" "1042" 233 "33" 25.4
"2140" "1042" 240 "33" 20.9
"2141" "1042" 244 "33" 22.1
"2142" "1042" 247 "33" 20.1
"2143" "1042" 251 "33" 18.9
"2144" "1042" 255 "33" 15.8
"2145" "1042" 258 "33" 20.5
"2146" "1042" 266 "33" 19.2
"2147" "1042" 269 "33" 18
"2148" "1042" 272 "33" 18.5
"2149" "1042" 275 "33" 19
"2150" "1042" 280 "33" 18
"2151" "1042" 283 "33" 18.7
"2152" "1042" 287 "33" 11.1
"2153" "1042" 290 "33" 14.5
"2154" "1042" 294 "33" 18.1
"2155" "1042" 296 "33" 16
"2156" "1042" 300 "33" 17.5
"2157" "1042" 303 "33" 16.8
"2158" "1042" 310 "33" 16
"2159" "1042" 315 "33" 16.2
"2160" "1042" 318 "33" 16.6
"2161" "1042" 322 "33" 16.3
"2162" "1042" 324 "33" 16.2
"2163" "1042" 328 "33" 14.2
"2164" "1042" 331 "33" 12.4
"2165" "1042" 336 "33" 14.5
"2166" "1042" 338 "33" 15.8
"2167" "1042" 342 "33" 13.9
"2168" "1042" 345 "33" 15.5
"2169" "1042" 349 "33" 13.7
"2170" "1042" 353 "33" 13.3
"2171" "1042" 358 "33" 15.9
"2172" "1042" 363 "33" 13.5
"2173" "1042" 367 "33" 17.1
"2174" "1042" 371 "33" 13.9
"2175" "1042" 379 "33" 12.6
"2176" "1042" 380 "33" 15.6
"2177" "1042" 387 "33" 11.6
"2178" "1042" 392 "33" 11.7
"2179" "1042" 395 "33" 10.8
"2180" "1042" 399 "33" 9.7
"2181" "1042" 402 "33" 11.3
"2182" "1042" 405 "33" 9.7
"2183" "1042" 409 "33" 11
"2184" "1042" 412 "33" 12.7
"2185" "1042" 419 "33" 14.3
"2186" "1042" 423 "33" 8.6
"2187" "1042" 426 "33" 11.1
"2188" "1042" 429 "33" 10.1
"2189" "1042" 433 "33" 7.6
"2190" "1043" 50 "22" 19.4
"2191" "1043" 80 "22" 24
"2192" "1043" 113 "22" 18
"2193" "1043" 138 "22" 14.2
"2194" "1043" 169 "22" 18.4
"2195" "1043" 199 "22" 20.7
"2196" "1043" 232 "22" 17.4
"2197" "1043" 261 "22" 18
"2198" "1043" 297 "22" 18.4
"2199" "1043" 324 "22" 13
"2200" "1043" 359 "22" 10.7
"2201" "1043" 15 "23" 14.2
"2202" "1043" 15 "22" 22
"2203" "1043" 43 "23" 28.8
"2204" "1043" 71 "23" 35
"2205" "1043" 106 "23" 33.8
"2206" "1043" 128 "23" 33.2
"2207" "1043" 165 "23" 33.8
"2208" "1043" 200 "23" 25.4
"2209" "1043" 228 "23" 23
"2210" "1043" 262 "23" 18.6
"2211" "1043" 290 "23" 17.8
"2212" "1043" 319 "23" 16.4
"2213" "1043" 353 "23" 10
"2214" "1043" 382 "23" 13.6
"2215" "1044" 19 "21" 23
"2216" "1044" 50 "21" 22.6
"2217" "1044" 113 "21" 25.8
"2218" "1044" 142 "21" 27
"2219" "1044" 178 "21" 24.2
"2220" "1044" 205 "21" 26.8
"2221" "1044" 240 "21" 20
"2222" "1044" 274 "21" 16.9
"2223" "1044" 303 "21" 19
"2224" "1044" 331 "21" 19
"2225" "1044" 359 "21" 20.2
"2226" "1044" 394 "21" 21
"2227" "1044" 422 "21" 25
"2228" "1044" 450 "21" 26.6
"2229" "1044" 9 "22" 23.2
"2230" "1044" 37 "22" 27.4
"2231" "1044" 71 "22" 25.4
"2232" "1044" 99 "22" 21
"2233" "1044" 128 "22" 22.6
"2234" "1044" 162 "22" 18.4
"2235" "1044" 191 "22" 25.8
"2236" "1044" 224 "22" 26.4
"2237" "1044" 253 "22" 27
"2238" "1044" 288 "22" 19.8
"2239" "1044" 316 "22" 24
"2240" "1044" 350 "22" 19
"2241" "1044" 383 "22" 18
"2242" "1044" 439 "22" 16.6
"2243" "1044" 80 "21" 23.6
"2244" "1045" 67 "21" 29.4
"2245" "1045" 94 "21" 37
"2246" "1045" 124 "21" 31.4
"2247" "1045" 158 "21" 33.6
"2248" "1045" 219 "21" 34.4
"2249" "1045" 225 "21" 34.4
"2250" "1045" 257 "21" 20
"2251" "1045" 291 "21" 18
"2252" "1045" 318 "21" 16.3
"2253" "1045" 21 "22" 30.2
"2254" "1045" 26 "21" 30
"2255" "1045" 46 "22" 37
"2256" "1045" 77 "22" 42.8
"2257" "1045" 107 "22" 42.8
"2258" "1045" 140 "22" 44.7
"2259" "1045" 169 "22" 37
"2260" "1045" 205 "22" 33.6
"2261" "1045" 232 "22" 36.8
"2262" "1045" 267 "22" 25
"2263" "1045" 19 "23" 42.4
"2264" "1045" 47 "23" 37.2
"2265" "1045" 76 "23" 43.4
"2266" "1045" 110 "23" 25.8
"2267" "1045" 139 "23" 23.8
"2268" "1045" 172 "23" 13
"2269" "1045" 201 "23" 20
"2270" "1045" 236 "23" 17.8
"2271" "1045" 264 "23" 17
"2272" "1045" 298 "23" 18
"2273" "1045" 331 "23" 16
"2274" "1045" 387 "23" 16
"2275" "1045" 416 "23" 12
"2276" "1045" 14 "32" 11.3
"2277" "1045" 17 "32" 12.1
"2278" "1045" 21 "32" 18.7
"2279" "1045" 24 "32" 17.1
"2280" "1045" 27 "32" 13.9
"2281" "1045" 32 "32" 12.6
"2282" "1045" 35 "32" 10.6
"2283" "1045" 38 "32" 12.3
"2284" "1045" 41 "32" 11
"2285" "1045" 45 "32" 9.7
"2286" "1045" 49 "32" 11.8
"2287" "1045" 53 "32" 12.1
"2288" "1045" 55 "32" 10.4
"2289" "1045" 60 "32" 10.8
"2290" "1045" 63 "32" 11.7
"2291" "1045" 67 "32" 14.9
"2292" "1045" 70 "32" 17.3
"2293" "1045" 73 "32" 14.2
"2294" "1045" 80 "32" 11.2
"2295" "1045" 84 "32" 12.6
"2296" "1045" 87 "32" 15.3
"2297" "1045" 90 "32" 14.4
"2298" "1045" 94 "32" 16.2
"2299" "1045" 97 "32" 17.1
"2300" "1045" 101 "32" 15.1
"2301" "1045" 104 "32" 15.6
"2302" "1045" 108 "32" 18.6
"2303" "1045" 111 "32" 17.6
"2304" "1045" 115 "32" 18.6
"2305" "1045" 118 "32" 18.7
"2306" "1045" 122 "32" 15
"2307" "1045" 125 "32" 17.2
"2308" "1045" 129 "32" 17.6
"2309" "1045" 132 "32" 17.8
"2310" "1045" 136 "32" 18.1
"2311" "1045" 139 "32" 17
"2312" "1045" 143 "32" 13.1
"2313" "1045" 147 "32" 16.2
"2314" "1045" 150 "32" 17.2
"2315" "1045" 153 "32" 15.2
"2316" "1045" 157 "32" 16
"2317" "1045" 160 "32" 17.1
"2318" "1045" 164 "32" 13.1
"2319" "1045" 167 "32" 16.7
"2320" "1045" 171 "32" 15.8
"2321" "1045" 174 "32" 13.3
"2322" "1045" 178 "32" 15.2
"2323" "1045" 182 "32" 15
"2324" "1045" 185 "32" 12.8
"2325" "1045" 188 "32" 14.2
"2326" "1045" 192 "32" 15.3
"2327" "1045" 195 "32" 15.1
"2328" "1045" 199 "32" 14.7
"2329" "1045" 202 "32" 13
"2330" "1045" 206 "32" 13.9
"2331" "1045" 209 "32" 13.2
"2332" "1045" 213 "32" 10.7
"2333" "1045" 216 "32" 12.6
"2334" "1045" 221 "32" 12.4
"2335" "1045" 223 "32" 11.1
"2336" "1045" 228 "32" 12.1
"2337" "1045" 231 "32" 13
"2338" "1045" 234 "32" 11.3
"2339" "1045" 237 "32" 11.9
"2340" "1045" 241 "32" 11
"2341" "1045" 245 "32" 10.8
"2342" "1045" 248 "32" 10.9
"2343" "1045" 252 "32" 7.7
"2344" "1045" 255 "32" 5.6
"2345" "1045" 266 "32" 9
"2346" "1045" 10 "32" 9.4
"2347" "1047" 44 "22" 26.2
"2348" "1047" 105 "22" 33.6
"2349" "1047" 111 "22" 30
"2350" "1047" 143 "22" 24
"2351" "1047" 177 "22" 20.4
"2352" "1047" 204 "22" 22
"2353" "1047" 239 "22" 18
"2354" "1047" 269 "22" 19
"2355" "1047" 302 "22" 16.4
"2356" "1047" 327 "22" 18.4
"2357" "1047" 358 "22" 22.8
"2358" "1047" 388 "22" 23.6
"2359" "1047" 421 "22" 22.2
"2360" "1047" 450 "22" 20.4
"2361" "1047" 24 "23" 27
"2362" "1047" 10 "22" 17
"2363" "1047" 53 "23" 28.2
"2364" "1047" 81 "23" 26.8
"2365" "1047" 109 "23" 27.2
"2366" "1047" 144 "23" 28.2
"2367" "1047" 172 "23" 33.6
"2368" "1047" 200 "23" 29
"2369" "1047" 235 "23" 30.8
"2370" "1047" 257 "23" 27.6
"2371" "1047" 294 "23" 31.2
"2372" "1047" 329 "23" 19
"2373" "1047" 33 "23" 31.6
"2374" "1047" 62 "23" 41.6
"2375" "1047" 96 "23" 36.8
"2376" "1047" 125 "23" 38.2
"2377" "1047" 158 "23" 39
"2378" "1047" 187 "23" 31
"2379" "1047" 222 "23" 34
"2380" "1047" 250 "23" 39.2
"2381" "1047" 284 "23" 28
"2382" "1047" 317 "23" 21
"2383" "1047" 373 "23" 21
"2384" "1047" 402 "23" 12.4
"2385" "1049" 6 "31" 18.9
"2386" "1049" 10 "31" 23.4
"2387" "1049" 13 "31" 26.4
"2388" "1049" 17 "31" 25.7
"2389" "1049" 20 "31" 25.8
"2390" "1049" 24 "31" 29.5
"2391" "1049" 27 "31" 28.2
"2392" "1049" 31 "31" 28.8
"2393" "1049" 34 "31" 29.3
"2394" "1049" 38 "31" 31.5
"2395" "1049" 42 "31" 29.8
"2396" "1049" 45 "31" 30.4
"2397" "1049" 48 "31" 32
"2398" "1049" 52 "31" 30.5
"2399" "1049" 55 "31" 32.7
"2400" "1049" 59 "31" 29
"2401" "1049" 62 "31" 30.3
"2402" "1049" 66 "31" 29
"2403" "1049" 69 "31" 29.9
"2404" "1049" 73 "31" 25.5
"2405" "1049" 77 "31" 28.6
"2406" "1049" 80 "31" 28.5
"2407" "1049" 83 "31" 28.4
"2408" "1049" 87 "31" 27.5
"2409" "1049" 90 "31" 28
"2410" "1049" 94 "31" 25.5
"2411" "1049" 97 "31" 28.4
"2412" "1049" 101 "31" 30.9
"2413" "1049" 104 "31" 28.7
"2414" "1049" 108 "31" 24.3
"2415" "1049" 111 "31" 30.3
"2416" "1049" 116 "31" 26.7
"2417" "1049" 118 "31" 26.4
"2418" "1049" 123 "31" 31.1
"2419" "1049" 126 "31" 28.2
"2420" "1049" 129 "31" 27
"2421" "1049" 132 "31" 28.9
"2422" "1049" 136 "31" 29.1
"2423" "1049" 140 "31" 32
"2424" "1049" 143 "31" 34.3
"2425" "1049" 147 "31" 28.9
"2426" "1049" 150 "31" 30.3
"2427" "1049" 154 "31" 30.6
"2428" "1049" 158 "31" 25.2
"2429" "1049" 161 "31" 25.9
"2430" "1049" 164 "31" 25.8
"2431" "1049" 167 "31" 25
"2432" "1049" 172 "31" 27.8
"2433" "1049" 175 "31" 26
"2434" "1049" 178 "31" 22.7
"2435" "1049" 182 "31" 29.9
"2436" "1049" 186 "31" 26.7
"2437" "1049" 188 "31" 21.3
"2438" "1049" 193 "31" 26
"2439" "1049" 196 "31" 23.2
"2440" "1049" 200 "31" 27
"2441" "1049" 202 "31" 22.8
"2442" "1049" 206 "31" 21.7
"2443" "1049" 209 "31" 26.5
"2444" "1049" 214 "31" 26
"2445" "1049" 217 "31" 19.4
"2446" "1049" 220 "31" 58.7
"2447" "1049" 223 "31" 26.1
"2448" "1049" 228 "31" 17.4
"2449" "1049" 231 "31" 22.5
"2450" "1049" 235 "31" 27.9
"2451" "1049" 238 "31" 18.7
"2452" "1049" 242 "31" 21.8
"2453" "1049" 244 "31" 19.5
"2454" "1049" 249 "31" 22.5
"2455" "1049" 254 "31" 21.9
"2456" "1049" 256 "31" 19.8
"2457" "1049" 259 "31" 24.1
"2458" "1049" 263 "31" 19.4
"2459" "1049" 266 "31" 17
"2460" "1049" 270 "31" 19.4
"2461" "1049" 273 "31" 20.4
"2462" "1049" 277 "31" 15.6
"2463" "1049" 280 "31" 19.4
"2464" "1049" 284 "31" 18.3
"2465" "1049" 287 "31" 10.9
"2466" "1049" 291 "31" 17.9
"2467" "1049" 294 "31" 18.6
"2468" "1049" 298 "31" 19.7
"2469" "1049" 301 "31" 9
"2470" "1049" 305 "31" 9
"2471" "1049" 308 "31" 9
"2472" "1049" 312 "31" 5.3
"2473" "1049" 315 "31" 7.7
"2474" "1049" 319 "31" 13
"2475" "1049" 322 "31" 12
"2476" "1049" 326 "31" 9.6
"2477" "1049" 329 "31" 14.2
"2478" "1049" 333 "31" 16.4
"2479" "1049" 335 "31" 16.8
"2480" "1049" 337 "31" 16.8
"2481" "1049" 340 "31" 16.8
"2482" "1049" 343 "31" 17.3
"2483" "1049" 347 "31" 15.9
"2484" "1049" 350 "31" 13.4
"2485" "1049" 371 "31" 7.4
"2486" "1049" 375 "31" 6.2
"2487" "1049" 378 "31" 9.9
"2488" "1049" 382 "31" 13
"2489" "1049" 385 "31" 10.9
"2490" "1049" 389 "31" 13.3
"2491" "1049" 392 "31" 12.6
"2492" "1049" 396 "31" 11.8
"2493" "1049" 400 "31" 12.9
"2494" "1049" 403 "31" 12.4
"2495" "1049" 406 "31" 7.9
"2496" "1049" 410 "31" 11.4
"2497" "1049" 413 "31" 13.9
"2498" "1049" 417 "31" 8.8
"2499" "1049" 420 "31" 10.5
"2500" "1049" 425 "31" 12.3
"2501" "1049" 427 "31" 10.6
"2502" "1049" 431 "31" 11.9
"2503" "1049" 434 "31" 10.3
"2504" "1049" 438 "31" 7.7
"2505" "1049" 441 "31" 9.8
"2506" "1049" 445 "31" 5
"2507" "1049" 448 "31" 5.4
"2508" "1049" 3 "31" 13.1
"2509" "105" 55 "22" 25.5
"2510" "105" 84 "22" 28
"2511" "105" 86 "22" 28
"2512" "105" 112 "22" 27
"2513" "105" 114 "22" 27
"2514" "105" 142 "22" 25.2
"2515" "105" 145 "22" 25.2
"2516" "105" 172 "22" 26.4
"2517" "105" 176 "22" 26.4
"2518" "105" 203 "22" 26.4
"2519" "105" 207 "22" 26.4
"2520" "105" 234 "22" 18.7
"2521" "105" 242 "22" 18.7
"2522" "105" 265 "22" 24
"2523" "105" 271 "22" 24
"2524" "105" 295 "22" 18.4
"2525" "105" 298 "22" 18.4
"2526" "105" 27 "23" 29.5
"2527" "105" 28 "23" 26
"2528" "105" 25 "22" 13.5
"2529" "105" 31 "23" 29.5
"2530" "105" 57 "23" 28
"2531" "105" 63 "23" 28
"2532" "105" 88 "23" 28
"2533" "105" 92 "23" 28
"2534" "105" 117 "23" 23.5
"2535" "105" 120 "23" 23.5
"2536" "105" 147 "23" 18
"2537" "105" 152 "23" 18
"2538" "105" 178 "23" 14.5
"2539" "105" 181 "23" 14.5
"2540" "105" 209 "23" 16.5
"2541" "105" 211 "23" 16.5
"2542" "105" 62 "23" 28
"2543" "105" 123 "23" 31
"2544" "105" 129 "23" 35
"2545" "105" 161 "23" 25
"2546" "105" 195 "23" 26
"2547" "105" 222 "23" 31
"2548" "105" 257 "23" 7.1
"2549" "105" 287 "23" 8
"2550" "105" 31 "33" 34
"2551" "105" 55 "33" 32
"2552" "105" 89 "33" 25
"2553" "105" 122 "33" 28
"2554" "105" 151 "33" 29
"2555" "105" 176 "33" 24
"2556" "105" 213 "33" 26
"2557" "105" 241 "33" 29
"2558" "105" 248 "33" 27
"2559" "105" 300 "33" 21
"2560" "105" 329 "33" 11
"2561" "105" 361 "33" 8
"2562" "105" 24 "33" 39
"2563" "105" 43 "33" 40
"2564" "105" 77 "33" 40
"2565" "105" 102 "33" 39
"2566" "105" 126 "33" 33
"2567" "105" 156 "33" 34
"2568" "105" 193 "33" 15
"2569" "1050" 5 "31" 16.9
"2570" "1050" 8 "31" 21.6
"2571" "1050" 11 "31" 25
"2572" "1050" 15 "31" 23.3
"2573" "1050" 19 "31" 25.8
"2574" "1050" 23 "31" 23
"2575" "1050" 25 "31" 6.6
"2576" "1050" 30 "31" 23.9
"2577" "1050" 33 "31" 26
"2578" "1050" 37 "31" 23.8
"2579" "1050" 40 "31" 24
"2580" "1050" 43 "31" 24
"2581" "1050" 50 "31" 24.9
"2582" "1050" 54 "31" 24.5
"2583" "1050" 57 "31" 24.8
"2584" "1050" 60 "31" 27.8
"2585" "1050" 64 "31" 27.1
"2586" "1050" 67 "31" 25.8
"2587" "1050" 71 "31" 28.4
"2588" "1050" 74 "31" 28
"2589" "1050" 78 "31" 26.3
"2590" "1050" 81 "31" 28.4
"2591" "1050" 85 "31" 28.1
"2592" "1050" 88 "31" 29.8
"2593" "1050" 92 "31" 27.2
"2594" "1050" 95 "31" 30.9
"2595" "1050" 99 "31" 30.3
"2596" "1050" 102 "31" 29.9
"2597" "1050" 106 "31" 32
"2598" "1050" 109 "31" 29.8
"2599" "1050" 113 "31" 28.9
"2600" "1050" 117 "31" 31
"2601" "1050" 120 "31" 31.7
"2602" "1050" 123 "31" 29.1
"2603" "1050" 127 "31" 26.6
"2604" "1050" 130 "31" 32.2
"2605" "1050" 134 "31" 28.5
"2606" "1050" 137 "31" 32.2
"2607" "1050" 141 "31" 29.7
"2608" "1050" 144 "31" 30.1
"2609" "1050" 148 "31" 31.6
"2610" "1050" 152 "31" 29.7
"2611" "1050" 155 "31" 30.9
"2612" "1050" 158 "31" 27.3
"2613" "1050" 162 "31" 28.1
"2614" "1050" 165 "31" 30.9
"2615" "1050" 169 "31" 28.7
"2616" "1050" 172 "31" 27.4
"2617" "1050" 176 "31" 28.8
"2618" "1050" 179 "31" 30.4
"2619" "1050" 183 "31" 24.9
"2620" "1050" 186 "31" 29.1
"2621" "1050" 191 "31" 31.9
"2622" "1050" 193 "31" 26.3
"2623" "1050" 198 "31" 30
"2624" "1050" 201 "31" 29.2
"2625" "1050" 204 "31" 26.7
"2626" "1050" 207 "31" 28.7
"2627" "1050" 211 "31" 26.2
"2628" "1050" 215 "31" 29.4
"2629" "1050" 218 "31" 29.5
"2630" "1050" 222 "31" 26.6
"2631" "1050" 225 "31" 28.6
"2632" "1050" 229 "31" 28.2
"2633" "1050" 233 "31" 24
"2634" "1050" 236 "31" 23.9
"2635" "1050" 239 "31" 18.6
"2636" "1050" 242 "31" 20.9
"2637" "1050" 247 "31" 26.5
"2638" "1050" 250 "31" 22.9
"2639" "1050" 253 "31" 20.8
"2640" "1050" 257 "31" 27.3
"2641" "1050" 261 "31" 23.4
"2642" "1050" 263 "31" 25.5
"2643" "1050" 268 "31" 24.8
"2644" "1050" 271 "31" 23.5
"2645" "1050" 275 "31" 27.4
"2646" "1050" 277 "31" 26.4
"2647" "1050" 281 "31" 22.1
"2648" "1050" 284 "31" 26.7
"2649" "1050" 289 "31" 27.3
"2650" "1050" 292 "31" 28.4
"2651" "1050" 295 "31" 27.8
"2652" "1050" 298 "31" 29.8
"2653" "1050" 303 "31" 19.7
"2654" "1050" 306 "31" 23.2
"2655" "1050" 310 "31" 28.1
"2656" "1050" 313 "31" 24.5
"2657" "1050" 317 "31" 26.6
"2658" "1050" 319 "31" 27.4
"2659" "1050" 324 "31" 25.5
"2660" "1050" 329 "31" 22.1
"2661" "1050" 331 "31" 22
"2662" "1050" 334 "31" 24.7
"2663" "1050" 338 "31" 22.8
"2664" "1050" 341 "31" 15.8
"2665" "1050" 345 "31" 22.8
"2666" "1050" 348 "31" 19.9
"2667" "1050" 352 "31" 15.2
"2668" "1050" 355 "31" 20.3
"2669" "1050" 359 "31" 11
"2670" "1050" 362 "31" 12.8
"2671" "1050" 366 "31" 19.9
"2672" "1050" 369 "31" 10.3
"2673" "1050" 373 "31" 16.6
"2674" "1050" 376 "31" 16.2
"2675" "1050" 380 "31" 18.7
"2676" "1050" 383 "31" 18.5
"2677" "1050" 387 "31" 19.4
"2678" "1050" 390 "31" 20.1
"2679" "1050" 394 "31" 22.2
"2680" "1050" 397 "31" 20.2
"2681" "1050" 401 "31" 16.7
"2682" "1050" 404 "31" 18.5
"2683" "1050" 408 "31" 19
"2684" "1050" 410 "31" 18.6
"2685" "1050" 412 "31" 18.6
"2686" "1050" 415 "31" 18.6
"2687" "1050" 418 "31" 19
"2688" "1050" 422 "31" 17.5
"2689" "1050" 425 "31" 16.1
"2690" "1050" 446 "31" 20.2
"2691" "1050" 450 "31" 15.2
"2692" "1052" 46 "22" 18
"2693" "1052" 73 "22" 19.2
"2694" "1052" 108 "22" 18.5
"2695" "1052" 138 "22" 20.6
"2696" "1052" 171 "22" 18
"2697" "1052" 196 "22" 16.8
"2698" "1052" 227 "22" 20.2
"2699" "1052" 257 "22" 22.3
"2700" "1052" 290 "22" 17.6
"2701" "1052" 319 "22" 19.4
"2702" "1052" 355 "22" 16.4
"2703" "1052" 382 "22" 12.8
"2704" "1052" 417 "22" 8.6
"2705" "1052" 22 "23" 23
"2706" "1052" 12 "22" 20
"2707" "1052" 50 "23" 36.8
"2708" "1052" 78 "23" 31
"2709" "1052" 113 "23" 31.8
"2710" "1052" 135 "23" 31.6
"2711" "1052" 172 "23" 26
"2712" "1052" 207 "23" 23
"2713" "1052" 235 "23" 24
"2714" "1052" 269 "23" 21
"2715" "1052" 297 "23" 15
"2716" "1052" 326 "23" 15
"2717" "1052" 360 "23" 11
"2718" "1052" 16 "23" 18
"2719" "1052" 44 "23" 10
"2720" "1052" 78 "23" 25
"2721" "1052" 111 "23" 26.4
"2722" "1052" 167 "23" 28
"2723" "1052" 196 "23" 27
"2724" "1053" 23 "23" 21.8
"2725" "1053" 56 "23" 15
"2726" "1053" 81 "23" 16
"2727" "1053" 112 "23" 21.6
"2728" "1053" 142 "23" 24.8
"2729" "1053" 175 "23" 28.9
"2730" "1053" 204 "23" 27
"2731" "1053" 240 "23" 20.2
"2732" "1053" 267 "23" 23.8
"2733" "1053" 302 "23" 14.6
"2734" "1053" 26 "23" 39
"2735" "1053" 89 "23" 44.4
"2736" "1053" 117 "23" 37.4
"2737" "1053" 152 "23" 30
"2738" "1053" 174 "23" 32
"2739" "1053" 211 "23" 33
"2740" "1053" 246 "23" 32.2
"2741" "1053" 274 "23" 29.4
"2742" "1053" 308 "23" 20
"2743" "1053" 11 "23" 35.4
"2744" "1053" 40 "23" 47
"2745" "1053" 73 "23" 52.2
"2746" "1053" 102 "23" 49.2
"2747" "1053" 137 "23" 43.2
"2748" "1053" 165 "23" 37.4
"2749" "1053" 199 "23" 32
"2750" "1053" 232 "23" 27
"2751" "1053" 288 "23" 20
"2752" "1053" 317 "23" 30.8
"2753" "1056" 3 "31" 7.8
"2754" "1056" 6 "31" 11.8
"2755" "1056" 10 "31" 17.9
"2756" "1056" 13 "31" 18.8
"2757" "1056" 17 "31" 19.3
"2758" "1056" 20 "31" 21.8
"2759" "1056" 24 "31" 23.6
"2760" "1056" 27 "31" 23.6
"2761" "1056" 31 "31" 23.1
"2762" "1056" 34 "31" 24.8
"2763" "1056" 38 "31" 25.4
"2764" "1056" 41 "31" 26.3
"2765" "1056" 45 "31" 23.6
"2766" "1056" 47 "31" 15
"2767" "1056" 48 "31" 24.1
"2768" "1056" 52 "31" 23.5
"2769" "1056" 55 "31" 27.3
"2770" "1056" 59 "31" 26.5
"2771" "1056" 63 "31" 26.1
"2772" "1056" 66 "31" 15.9
"2773" "1056" 69 "31" 25.4
"2774" "1056" 73 "31" 26.7
"2775" "1056" 76 "31" 19.1
"2776" "1056" 80 "31" 26.2
"2777" "1056" 83 "31" 23.3
"2778" "1056" 87 "31" 26.2
"2779" "1056" 90 "31" 24.5
"2780" "1056" 94 "31" 24.1
"2781" "1056" 97 "31" 13.4
"2782" "1056" 101 "31" 24
"2783" "1056" 103 "31" 27
"2784" "1056" 108 "31" 27
"2785" "1056" 111 "31" 27
"2786" "1056" 115 "31" 26.3
"2787" "1056" 118 "31" 25.9
"2788" "1056" 121 "31" 26.4
"2789" "1056" 125 "31" 25.6
"2790" "1056" 129 "31" 16
"2791" "1056" 131 "31" 12.4
"2792" "1056" 135 "31" 23.3
"2793" "1056" 138 "31" 23.7
"2794" "1056" 144 "31" 23.9
"2795" "1056" 145 "31" 25.1
"2796" "1056" 148 "31" 21.5
"2797" "1056" 152 "31" 21.9
"2798" "1056" 156 "31" 24.7
"2799" "1056" 159 "31" 23.5
"2800" "1056" 163 "31" 24.7
"2801" "1056" 171 "31" 23.3
"2802" "1056" 173 "31" 21.7
"2803" "1056" 177 "31" 21.5
"2804" "1056" 181 "31" 18.3
"2805" "1056" 185 "31" 21.3
"2806" "1056" 188 "31" 19.8
"2807" "1056" 191 "31" 17.3
"2808" "1056" 194 "31" 20.5
"2809" "1056" 198 "31" 19.3
"2810" "1056" 201 "31" 19.1
"2811" "1056" 206 "31" 21.3
"2812" "1056" 209 "31" 15.6
"2813" "1056" 212 "31" 17.6
"2814" "1056" 215 "31" 18.6
"2815" "1056" 219 "31" 14.4
"2816" "1056" 223 "31" 17.8
"2817" "1056" 227 "31" 19.2
"2818" "1056" 231 "31" 16.4
"2819" "1056" 233 "31" 17.4
"2820" "1056" 240 "31" 14.8
"2821" "1056" 243 "31" 16.9
"2822" "1056" 247 "31" 15.6
"2823" "1056" 250 "31" 14.2
"2824" "1056" 254 "31" 12.3
"2825" "1056" 257 "31" 12.2
"2826" "1056" 261 "31" 13.1
