ID GC age w
576 870 231 21 2.64
577 875 131 21 5.22
578 876 231 21 5.94
579 878 231 21 4.36
580 883 231 21 4.64
581 884 231 21 4.29
582 887 242 21 5.25
583 888 241 21 4.85
584 889 242 21 6.61
585 890 242 21 5.01
586 891 242 21 6.06
587 892 141 21 4.7
588 893 141 21 5.48
589 896 141 21 4.42
590 897 141 21 4.51
591 898 141 21 3.53
592 900 241 21 4.7
593 901 241 21 5.48
594 902 241 21 4.43
595 903 141 21 6.15
596 904 141 21 5.35
597 905 141 21 5.87
598 906 141 21 5.24
599 908 241 21 7.39
600 910 241 21 2.91
601 911 241 21 5.43
602 912 141 21 6.71
603 913 141 21 4.98
604 914 141 21 5.69
605 915 241 21 5.82
606 922 241 21 5.11
607 925 141 21 4.8
608 926 141 21 3.2
609 927 141 21 5.52
610 929 141 21 5.04
611 930 241 21 4.32
612 931 241 21 5.04
613 932 241 21 5.1
614 933 241 21 2.56
615 934 141 21 5.19
616 936 141 21 4.12
617 937 141 21 3.82
618 938 141 21 2.85
619 939 141 21 4.29
620 940 241 21 4.73
621 941 241 21 4.46
622 943 241 21 5.34
623 944 141 21 5.33
624 945 241 21 5.97
625 946 241 21 4.43
626 948 241 21 5.77
627 949 241 21 4.55
628 950 241 21 5.45
629 951 241 21 3.73
630 952 141 21 4.86
631 953 141 21 5.22
632 955 141 21 6.83
633 956 141 21 5.28
634 958 141 21 5.61
635 959 241 21 6.47
636 960 241 21 6.15
637 964 141 21 6.15
638 965 141 21 4.43
639 967 241 21 5.22
640 968 241 21 4.82
641 969 241 21 2.65
642 970 241 21 5.71
643 971 241 21 5.27
644 972 241 21 3.98
645 975 141 21 4.9
646 976 141 21 4.9
647 977 141 21 4.9
648 978 141 21 4.9
649 979 141 21 4.9
650 980 141 21 4.9
651 981 141 21 4.9
652 982 141 21 4.9
653 983 141 21 4.9
654 986 141 21 3.94
655 987 141 21 4.04
656 989 241 21 4.82
657 992 141 21 6.05
658 998 141 21 4.82
659 999 141 21 3.66
660 1000 241 21 5.21
661 1001 241 21 5.22
662 1003 241 21 5.01
663 1004 241 21 5.22
664 1006 241 21 5.67
665 1008 141 21 4.68
666 1010 141 21 7.1
667 1011 141 21 3.7
668 1012 241 21 7.02
669 1013 241 21 4.13
670 1014 241 21 6.23
671 1016 241 21 6
672 1017 241 21 7.1
673 1022 141 21 6.79
674 1023 241 21 6.52
675 1034 251 21 5.08
676 1112 151 21 4.77
677 1122 251 21 4.9
678 1125 251 21 4.9
679 1128 151 21 6.7
680 1135 152 21 5
681 1136 151 21 4.38
682 1141 252 21 3.58
683 1169 151 21 5.01
684 1170 151 21 4.79
685 1187 251 21 5.11
686 1194 151 21 4.82
687 1195 151 21 4.82
688 1214 252 21 6.65
689 1215 252 21 6.67
690 1226 152 21 6.55
691 401 111 42 9.91
692 403 111 42 8.86
693 404 211 42 12.2
694 406 211 42 8.15
695 407 212 42 7.83
696 409 112 42 7.91
697 411 112 42 7.06
698 412 112 42 6.75
699 413 211 42 8.6
700 414 211 42 7.05
701 415 211 42 6.69
702 416 212 42 7.84
703 418 211 42 7.17
704 421 111 42 7.36
705 423 111 42 8.84
706 424 212 42 10.98
707 426 211 42 9.66
708 428 211 42 9.37
709 429 111 42 12.41
710 432 211 42 11.82
711 433 111 42 10.02
712 434 211 42 8.82
713 435 211 42 6.97
714 440 111 42 8.36
715 441 211 42 12.04
716 442 211 42 9.58
717 446 211 42 11.33
718 448 111 42 7.27
719 449 112 42 9.55
720 450 111 42 6.42
721 452 211 42 9.62
722 453 212 42 7.62
723 456 212 42 7.96
724 457 212 42 5.96
725 459 111 42 10.73
726 460 111 42 12.64
727 461 212 42 11.9
728 462 211 42 9.25
729 463 111 42 12.05
730 466 111 42 12.59
731 469 111 42 10.75
732 472 211 42 9.18
733 473 211 42 8.68
734 474 111 42 7.78
735 477 211 42 5.36
736 478 211 42 9.27
737 479 211 42 10.26
738 481 111 42 10.26
739 482 111 42 10.31
740 486 211 42 7.83
741 488 211 42 11.34
742 489 212 42 5.97
743 490 212 42 9.53
744 494 112 42 6.24
745 497 211 42 9.36
746 498 211 42 7.46
747 499 111 42 7.79
748 500 111 42 8.38
749 502 111 42 8.36
750 503 111 42 9.44
751 504 211 42 6.11
752 505 211 42 7.45
753 506 211 42 8.27
754 507 111 42 4.69
755 508 111 42 7.68
756 512 111 42 5.02
757 514 211 42 8.84
758 516 111 42 8.36
759 517 111 42 8.64
760 519 111 42 6.62
761 521 111 42 8.36
762 530 111 42 8.9
763 531 111 42 8.34
764 532 111 42 5.72
765 534 111 42 5.01
766 536 111 42 5.13
767 540 211 42 5.04
768 541 211 42 8.8
769 545 121 42 7.71
770 546 121 42 6.4
771 547 121 42 9.1
772 550 221 42 12.69
773 554 221 42 10.3
774 555 221 42 7.13
775 558 122 42 7.55
776 560 222 42 6.24
777 563 222 42 8.31
778 564 221 42 7.23
779 565 222 42 6.34
780 567 121 42 6.33
781 569 121 42 8.36
782 573 221 42 7.79
783 574 221 42 7.67
784 578 121 42 11.57
785 579 121 42 9.51
786 581 122 42 7.86
787 582 121 42 10.91
788 583 221 42 11.51
789 584 222 42 11.86
790 585 222 42 11.58
791 586 222 42 10.6
792 587 222 42 11.28
793 588 222 42 9.8
794 589 121 42 10.02
795 590 121 42 6.42
796 591 122 42 7.62
797 599 122 42 8.36
798 601 122 42 6.54
799 604 122 42 6.17
800 605 122 42 7.15
801 626 122 42 8.07
802 629 122 42 8.36
803 630 222 42 10.04
804 631 221 42 8.55
805 634 221 42 7.22
806 635 221 42 7.37
807 637 121 42 9.78
808 638 121 42 9.63
809 639 121 42 8.21
810 640 221 42 8.61
811 641 221 42 8.94
812 643 121 42 8.03
813 644 221 42 7.82
814 645 221 42 8.1
815 648 121 42 8.68
816 649 121 42 8.34
817 650 121 42 8.95
818 653 221 42 9.16
819 654 221 42 9.22
820 659 121 42 9.67
821 660 121 42 6.2
822 662 221 42 4.8
823 670 222 42 7.45
824 673 222 42 7.3
825 674 221 42 5.75
826 677 121 42 8.08
827 678 121 42 7.41
828 679 121 42 7.29
829 680 221 42 7.48
830 681 222 42 6.24
831 683 121 42 5.95
832 684 121 42 7.09
833 685 121 42 7.69
834 688 121 42 6.17
835 691 221 42 6.46
836 692 221 42 7.46
837 695 121 42 7.24
838 696 121 42 7.88
839 697 121 42 5.42
840 698 121 42 6.1
841 699 121 42 9.22
842 700 121 42 10.29
843 702 221 42 7.24
844 703 221 42 10.78
845 704 221 42 8.1
846 705 221 42 7.02
847 710 121 42 7.7
848 711 121 42 6.93
849 712 121 42 10.12
850 713 221 42 8.5
851 714 221 42 9.38
852 715 221 42 5.28
853 718 121 42 7.25
854 720 121 42 4.64
855 721 121 42 8.99
856 722 221 42 6.71
857 723 221 42 9.15
858 725 221 42 8.23
859 742 121 42 6.46
860 743 121 42 2.66
861 745 221 42 7.22
862 746 221 42 5.5
863 747 221 42 7.11
864 748 221 42 6.66
865 749 121 42 6.41
866 750 221 42 7.23
867 751 222 42 8.06
868 752 221 42 9.52
869 753 121 42 8.11
870 754 221 42 4.87
871 755 221 42 5.4
872 757 132 42 7.09
873 759 132 42 6.03
874 760 231 42 6.06
875 762 231 42 8.25
876 765 232 42 7.99
877 767 131 42 5.94
878 768 231 42 6.66
879 769 231 42 6.35
880 777 131 42 10.2
881 778 131 42 9.97
882 780 231 42 10.67
883 781 232 42 9.17
884 785 131 42 8.34
885 792 232 42 10.11
886 794 232 42 9.6
887 795 232 42 9.47
888 797 131 42 6.36
889 798 231 42 9.66
890 799 231 42 8.35
891 800 231 42 5.78
892 801 231 42 7.03
893 807 132 42 9.27
894 810 131 42 8.57
895 811 132 42 7.35
896 813 231 42 12.35
897 817 131 42 6.94
898 819 131 42 5.72
899 820 131 42 6.28
900 822 131 42 5.14
901 824 231 42 7.14
902 827 131 42 6.89
903 829 131 42 8.19
904 830 131 42 7.64
905 831 231 42 5.44
906 834 231 42 7.85
907 836 231 42 6.16
908 839 131 42 7.83
909 840 131 42 6.08
910 851 131 42 8.65
911 856 231 42 9.61
912 858 131 42 8.36
913 860 131 42 8.36
914 862 231 42 8.36
915 864 231 42 8.36
916 865 131 42 11.77
917 866 131 42 10
918 867 231 42 7.22
919 868 231 42 6.98
920 869 231 42 10.74
921 870 231 42 5.66
922 875 131 42 9.35
923 876 231 42 8.89
924 878 231 42 8.87
925 883 231 42 8.36
926 884 231 42 8.36
927 887 242 42 7.7
928 888 241 42 5.52
929 889 242 42 11.12
930 890 242 42 4.88
931 891 242 42 10.89
932 892 141 42 8.85
933 893 141 42 11.15
934 896 141 42 7.37
935 897 141 42 6.4
936 898 141 42 8.5
937 900 241 42 8.9
938 901 241 42 9.6
939 902 241 42 8.38
940 903 141 42 10.23
941 904 141 42 9.86
942 905 141 42 8.64
943 906 141 42 8.8
944 908 241 42 12.7
945 910 241 42 5.74
946 911 241 42 9.94
947 912 141 42 10.37
948 913 141 42 8.64
949 914 141 42 9.62
950 915 241 42 11.79
951 922 241 42 9.22
952 925 141 42 10.24
953 926 141 42 5.8
954 927 141 42 10.3
955 929 141 42 9.15
956 930 241 42 8.72
957 931 241 42 9.61
958 932 241 42 10.31
959 933 241 42 3.39
960 934 141 42 10.68
961 936 141 42 9.58
962 937 141 42 7.67
963 938 141 42 6.95
964 939 141 42 7.97
965 940 241 42 10.92
966 941 241 42 8.56
967 943 241 42 10.7
968 944 141 42 8.44
969 945 241 42 10
970 946 241 42 9.6
971 948 241 42 9.69
972 949 241 42 8.1
973 950 241 42 8.6
974 951 241 42 6.34
975 952 141 42 8.71
976 953 141 42 11.28
977 955 141 42 9.96
978 956 141 42 9.27
979 958 141 42 10.34
980 959 241 42 11.25
981 960 241 42 7.88
982 964 141 42 8.87
983 965 141 42 5.28
984 967 241 42 8
985 968 241 42 9.9
986 969 241 42 8.37
987 970 241 42 8.63
988 971 241 42 8.13
989 972 241 42 7.35
990 975 141 42 9.92
991 976 141 42 8.82
992 977 141 42 10.49
993 978 141 42 8.29
994 979 141 42 7.6
995 980 141 42 9.41
996 981 141 42 8.43
997 982 141 42 9
998 983 141 42 9.68
999 986 141 42 5.44
1000 987 141 42 8.36
1001 989 241 42 6.8
1002 992 141 42 8.36
1003 998 141 42 6.49
1004 999 141 42 6.48
1005 1000 241 42 6.28
1006 1001 241 42 7.19
1007 1003 241 42 8.01
1008 1004 241 42 7.22
1009 1006 241 42 8.49
1010 1008 141 42 9.07
1011 1010 141 42 10.7
1012 1011 141 42 7.4
1013 1012 241 42 12.9
1014 1013 241 42 8.36
1015 1014 241 42 9.5
1016 1016 241 42 10.57
1017 1017 241 42 12.51
1018 1022 141 42 10.86
1019 1023 241 42 10.92
1020 1034 251 42 7.73
1021 1112 151 42 6.96
1022 1122 251 42 8.56
1023 1125 251 42 7.6
1024 1128 151 42 10.66
1025 1135 152 42 10.03
1026 1136 151 42 8.31
1027 1141 252 42 6.8
1028 1169 151 42 6.77
1029 1170 151 42 6.71
1030 1187 251 42 8.51
1031 1194 151 42 8.18
1032 1195 151 42 8.4
1033 1214 252 42 9.45
1034 1215 252 42 9.97
1035 1226 152 42 9.23
1036 401 111 63 17.03
1037 403 111 63 20.6
1038 404 211 63 16.7
1039 406 211 63 14.14
1040 407 212 63 12.6
1041 409 112 63 15.4
1042 411 112 63 14.53
1043 412 112 63 14.25
1044 413 211 63 15.39
1045 414 211 63 14.65
1046 415 211 63 10.53
1047 416 212 63 15.2
1048 418 211 63 11.86
1049 421 111 63 14.15
1050 423 111 63 16.53
1051 424 212 63 18.22
1052 426 211 63 15.5
1053 428 211 63 17.04
1054 429 111 63 21.37
1055 432 211 63 22.02
1056 433 111 63 19.6
1057 434 211 63 16.15
1058 435 211 63 13.69
1059 440 111 63 14.07
1060 441 211 63 22.04
1061 442 211 63 16.39
1062 446 211 63 20.89
1063 448 111 63 15.34
1064 449 112 63 18.67
1065 450 111 63 12.8
1066 452 211 63 16.65
1067 453 212 63 15.48
1068 456 212 63 13.74
1069 457 212 63 10.15
1070 459 111 63 21.26
1071 460 111 63 23.99
1072 461 212 63 21.96
1073 462 211 63 17.76
1074 463 111 63 20.48
1075 466 111 63 16.9
1076 469 111 63 18.46
1077 472 211 63 14.06
1078 473 211 63 14.33
1079 474 111 63 15.4
1080 477 211 63 21.04
1081 478 211 63 19.91
1082 479 211 63 20.86
1083 481 111 63 17.24
1084 482 111 63 22.63
1085 486 211 63 15.57
1086 488 211 63 16.29
1087 489 212 63 16.29
1088 490 212 63 17.59
1089 494 112 63 14.4
1090 497 211 63 20.51
1091 498 211 63 16.29
1092 499 111 63 16.85
1093 500 111 63 17.36
1094 502 111 63 17.84
1095 503 111 63 17.95
1096 504 211 63 11.39
1097 505 211 63 14.38
1098 506 211 63 17.1
1099 507 111 63 10.41
1100 508 111 63 16.06
1101 512 111 63 13.81
1102 514 211 63 19.43
1103 516 111 63 16.95
1104 517 111 63 18.92
1105 519 111 63 14.94
1106 521 111 63 16.29
1107 530 111 63 20.52
1108 531 111 63 17.95
1109 532 111 63 12.9
1110 534 111 63 10.68
1111 536 111 63 10.89
1112 540 211 63 11.33
1113 541 211 63 15.06
1114 545 121 63 15.65
1115 546 121 63 11.33
1116 547 121 63 17.8
1117 550 221 63 22.19
1118 554 221 63 22.38
1119 555 221 63 13.94
1120 558 122 63 14.24
1121 560 222 63 13.27
1122 563 222 63 14.78
1123 564 221 63 15.68
1124 565 222 63 13.47
1125 567 121 63 12.97
1126 569 121 63 12.86
1127 573 221 63 14.55
1128 574 221 63 15.96
1129 578 121 63 22.62
1130 579 121 63 14.58
1131 581 122 63 17.03
1132 582 121 63 20.15
1133 583 221 63 21.01
1134 584 222 63 23.5
1135 585 222 63 21.23
1136 586 222 63 18.37
1137 587 222 63 21.11
1138 588 222 63 14.4
1139 589 121 63 14.82
1140 590 121 63 13.05
1141 591 122 63 13.75
1142 599 122 63 10.76
1143 601 122 63 11.78
1144 604 122 63 11.89
1145 605 122 63 12.58
