ID GC age w
1146 626 122 63 15.61
1147 629 122 63 16.29
1148 630 222 63 15.21
1149 631 221 63 15.14
1150 634 221 63 13.79
1151 635 221 63 14.22
1152 637 121 63 15.92
1153 638 121 63 16.5
1154 639 121 63 14.61
1155 640 221 63 16.8
1156 641 221 63 15.08
1157 643 121 63 14.42
1158 644 221 63 14.46
1159 645 221 63 12.8
1160 648 121 63 15.22
1161 649 121 63 16.09
1162 650 121 63 16.32
1163 653 221 63 15.92
1164 654 221 63 17.68
1165 659 121 63 14.47
1166 660 121 63 14.93
1167 662 221 63 16.29
1168 670 222 63 13.84
1169 673 222 63 13.63
1170 674 221 63 12.12
1171 677 121 63 14.57
1172 678 121 63 14.4
1173 679 121 63 14.3
1174 680 221 63 14.75
1175 681 222 63 12.8
1176 683 121 63 10.5
1177 684 121 63 12.52
1178 685 121 63 14.95
1179 688 121 63 13.38
1180 691 221 63 13.5
1181 692 221 63 11.66
1182 695 121 63 14.34
1183 696 121 63 14.75
1184 697 121 63 12.81
1185 698 121 63 12.73
1186 699 121 63 18.36
1187 700 121 63 18.9
1188 702 221 63 14.35
1189 703 221 63 17.44
1190 704 221 63 14.32
1191 705 221 63 13.6
1192 710 121 63 13.32
1193 711 121 63 12.9
1194 712 121 63 19.85
1195 713 221 63 13.48
1196 714 221 63 16.34
1197 715 221 63 10.8
1198 718 121 63 12.71
1199 720 121 63 11.25
1200 721 121 63 16.36
1201 722 221 63 13.41
1202 723 221 63 15.54
1203 725 221 63 16.29
1204 742 121 63 13.41
1205 743 121 63 7.43
1206 745 221 63 14.74
1207 746 221 63 10.71
1208 747 221 63 14.53
1209 748 221 63 13.28
1210 749 121 63 11.9
1211 750 221 63 12.31
1212 751 222 63 12.7
1213 752 221 63 17.15
1214 753 121 63 14.65
1215 754 221 63 10.04
1216 755 221 63 10.97
1217 757 132 63 12.31
1218 759 132 63 14.53
1219 760 231 63 12.83
1220 762 231 63 13.16
1221 765 232 63 14.43
1222 767 131 63 15.58
1223 768 231 63 14.6
1224 769 231 63 13.18
1225 777 131 63 19.9
1226 778 131 63 19.87
1227 780 231 63 23.45
1228 781 232 63 20.18
1229 785 131 63 18.02
1230 792 232 63 17.72
1231 794 232 63 16.9
1232 795 232 63 20.3
1233 797 131 63 12.39
1234 798 231 63 19.55
1235 799 231 63 16.9
1236 800 231 63 12.27
1237 801 231 63 14.82
1238 807 132 63 17.41
1239 810 131 63 18.09
1240 811 132 63 15.04
1241 813 231 63 26.53
1242 817 131 63 16.48
1243 819 131 63 9.32
1244 820 131 63 15.3
1245 822 131 63 10.05
1246 824 231 63 16.69
1247 827 131 63 13.15
1248 829 131 63 17.24
1249 830 131 63 16.4
1250 831 231 63 14.36
1251 834 231 63 16.42
1252 836 231 63 11.31
1253 839 131 63 13.25
1254 840 131 63 10.47
1255 851 131 63 16.67
1256 856 231 63 18.5
1257 858 131 63 20.73
1258 860 131 63 16.22
1259 862 231 63 21.14
1260 864 231 63 19.15
1261 865 131 63 21.45
1262 866 131 63 19.74
1263 867 231 63 15.71
1264 868 231 63 13.44
1265 869 231 63 20.28
1266 870 231 63 9.96
1267 875 131 63 19.3
1268 876 231 63 17.88
1269 878 231 63 17.61
1270 883 231 63 15.43
1271 884 231 63 17.39
1272 887 242 63 13.74
1273 888 241 63 8.59
1274 889 242 63 19.04
1275 890 242 63 12.24
1276 891 242 63 17.09
1277 892 141 63 17.01
1278 893 141 63 15.09
1279 896 141 63 14.34
1280 897 141 63 14.1
1281 898 141 63 14.75
1282 900 241 63 18.92
1283 901 241 63 15.9
1284 902 241 63 16.55
1285 903 141 63 19.78
1286 904 141 63 17.46
1287 905 141 63 20.4
1288 906 141 63 19.83
1289 908 241 63 24.26
1290 910 241 63 10.97
1291 911 241 63 19.93
1292 912 141 63 20.18
1293 913 141 63 17.71
1294 914 141 63 21.44
1295 915 241 63 21.86
1296 922 241 63 20.61
1297 925 141 63 19.61
1298 926 141 63 13.16
1299 927 141 63 21.41
1300 929 141 63 17.96
1301 930 241 63 15.11
1302 931 241 63 11.68
1303 932 241 63 19.85
1304 933 241 63 8.22
1305 934 141 63 20.92
1306 936 141 63 15.56
1307 937 141 63 16.23
1308 938 141 63 15.36
1309 939 141 63 17.79
1310 940 241 63 21.24
1311 941 241 63 17.02
1312 943 241 63 18.79
1313 944 141 63 19.05
1314 945 241 63 22.08
1315 946 241 63 20.02
1316 948 241 63 19.1
1317 949 241 63 18.12
1318 950 241 63 18.54
1319 951 241 63 12.94
1320 952 141 63 20.09
1321 953 141 63 19.66
1322 955 141 63 21.67
1323 956 141 63 20.85
1324 958 141 63 20.95
1325 959 241 63 24.97
1326 960 241 63 15.82
1327 964 141 63 16.53
1328 965 141 63 10.19
1329 967 241 63 16.66
1330 968 241 63 18.63
1331 969 241 63 16.89
1332 970 241 63 17.83
1333 971 241 63 15.98
1334 972 241 63 17.93
1335 975 141 63 18.59
1336 976 141 63 19.51
1337 977 141 63 21.18
1338 978 141 63 16.82
1339 979 141 63 15.28
1340 980 141 63 18.72
1341 981 141 63 16.95
1342 982 141 63 19.6
1343 983 141 63 18.82
1344 986 141 63 11.5
1345 987 141 63 14.06
1346 989 241 63 14.02
1347 992 141 63 16.29
1348 998 141 63 13.69
1349 999 141 63 14.42
1350 1000 241 63 12.81
1351 1001 241 63 13.17
1352 1003 241 63 14.9
1353 1004 241 63 13.71
1354 1006 241 63 16.36
1355 1008 141 63 19.41
1356 1010 141 63 22.8
1357 1011 141 63 15.48
1358 1012 241 63 24.74
1359 1013 241 63 17.94
1360 1014 241 63 19.53
1361 1016 241 63 21.89
1362 1017 241 63 24.83
1363 1022 141 63 22.08
1364 1023 241 63 20.84
1365 1034 251 63 16.05
1366 1112 151 63 12.7
1367 1122 251 63 17.7
1368 1125 251 63 13.8
1369 1128 151 63 21.2
1370 1135 152 63 15.7
1371 1136 151 63 14.7
1372 1141 252 63 16.29
1373 1169 151 63 15.2
1374 1170 151 63 13.8
1375 1187 251 63 17.3
1376 1194 151 63 18.6
1377 1195 151 63 17.8
1378 1214 252 63 19.1
1379 1215 252 63 18.9
1380 1226 152 63 22
1381 401 111 77 21.42
1382 403 111 77 21.7
1383 404 211 77 24.85
1384 406 211 77 16.95
1385 407 212 77 15.47
1386 409 112 77 21.6
1387 411 112 77 17.86
1388 412 112 77 20.67
1389 413 211 77 18.38
1390 414 211 77 20.41
1391 415 211 77 11.96
1392 416 212 77 19.12
1393 418 211 77 15.14
1394 421 111 77 17.98
1395 423 111 77 21.6
1396 424 212 77 24.3
1397 426 211 77 19.57
1398 428 211 77 21.84
1399 429 111 77 27.02
1400 432 211 77 27.65
1401 433 111 77 26
1402 434 211 77 23.56
1403 435 211 77 18.08
1404 440 111 77 20.01
1405 441 211 77 26.67
1406 442 211 77 21.31
1407 446 211 77 25.8
1408 448 111 77 19.53
1409 449 112 77 16.08
1410 450 111 77 22.94
1411 452 211 77 22.04
1412 453 212 77 22.7
1413 456 212 77 17.98
1414 457 212 77 12.62
1415 459 111 77 24.43
1416 460 111 77 28.8
1417 461 212 77 26.06
1418 462 211 77 22.29
1419 463 111 77 26.22
1420 466 111 77 20.3
1421 469 111 77 23.06
1422 472 211 77 18.56
1423 473 211 77 18.42
1424 474 111 77 18.41
1425 477 211 77 15.98
1426 478 211 77 24.33
1427 479 211 77 24.95
1428 481 111 77 21.26
1429 482 111 77 27.46
1430 486 211 77 17.98
1431 488 211 77 26.53
1432 489 212 77 17.13
1433 490 212 77 20.46
1434 494 112 77 19
1435 497 211 77 26.12
1436 498 211 77 21.55
1437 499 111 77 21.17
1438 500 111 77 22.02
1439 502 111 77 22.94
1440 503 111 77 23.6
1441 504 211 77 14.3
1442 505 211 77 16.31
1443 506 211 77 22.11
1444 507 111 77 12.75
1445 508 111 77 21.36
1446 512 111 77 16.85
1447 514 211 77 25.15
1448 516 111 77 22.97
1449 517 111 77 25.75
1450 519 111 77 20.37
1451 521 111 77 19
1452 530 111 77 20.9
1453 531 111 77 25.45
1454 532 111 77 17.34
1455 534 111 77 14.81
1456 536 111 77 15.01
1457 540 211 77 15.59
1458 541 211 77 17.05
1459 545 121 77 21.45
1460 546 121 77 12.67
1461 547 121 77 23.33
1462 550 221 77 28.8
1463 554 221 77 30.35
1464 555 221 77 18.55
1465 558 122 77 20.72
1466 560 222 77 17.3
1467 563 222 77 19.2
1468 564 221 77 19.7
1469 565 222 77 17.86
1470 567 121 77 16.42
1471 569 121 77 18.63
1472 573 221 77 18.2
1473 574 221 77 21.18
1474 578 121 77 28.06
1475 579 121 77 20.47
1476 581 122 77 22.52
1477 582 121 77 26.71
1478 583 221 77 26.52
1479 584 222 77 28.76
1480 585 222 77 27.3
1481 586 222 77 24.89
1482 587 222 77 27.03
1483 588 222 77 23.15
1484 589 121 77 21.02
1485 590 121 77 18.29
1486 591 122 77 18.14
1487 599 122 77 16.67
1488 601 122 77 16.02
1489 604 122 77 12.94
1490 605 122 77 22.01
1491 626 122 77 20.42
1492 629 122 77 24.62
1493 630 222 77 23.1
1494 631 221 77 18.85
1495 634 221 77 18.99
1496 635 221 77 20.77
1497 637 121 77 19.72
1498 638 121 77 21.89
1499 639 121 77 18.66
1500 640 221 77 22.59
1501 641 221 77 20.84
1502 643 121 77 18.57
1503 644 221 77 18.84
1504 645 221 77 17.43
1505 648 121 77 20.76
1506 649 121 77 23.13
1507 650 121 77 22.76
1508 653 221 77 21.18
1509 654 221 77 23.8
1510 659 121 77 18.62
1511 660 121 77 21.7
1512 662 221 77 13.69
1513 670 222 77 20.3
1514 673 222 77 19.02
1515 674 221 77 17.02
1516 677 121 77 18.95
1517 678 121 77 20.89
1518 679 121 77 22.28
1519 680 221 77 20.45
1520 681 222 77 18.82
1521 683 121 77 12.53
1522 684 121 77 18.91
1523 685 121 77 21.12
1524 688 121 77 19.15
1525 691 221 77 18.16
1526 692 221 77 12.63
1527 695 121 77 19.45
1528 696 121 77 19.25
1529 697 121 77 17.68
1530 698 121 77 18.12
1531 699 121 77 25.9
1532 700 121 77 25.3
1533 702 221 77 19.87
1534 703 221 77 24.28
1535 704 221 77 19.65
1536 705 221 77 19.28
1537 710 121 77 19.03
1538 711 121 77 18.53
1539 712 121 77 25.25
1540 713 221 77 21.43
1541 714 221 77 22.79
1542 715 221 77 18.08
1543 718 121 77 19.49
1544 720 121 77 17.88
1545 721 121 77 23.1
1546 722 221 77 20.28
1547 723 221 77 22.87
1548 725 221 77 21.32
1549 742 121 77 19.43
1550 743 121 77 9.96
1551 745 221 77 19.03
1552 746 221 77 14.72
1553 747 221 77 19.32
1554 748 221 77 17.56
1555 749 121 77 17.98
1556 750 221 77 17.46
1557 751 222 77 19.92
1558 752 221 77 23.05
1559 753 121 77 21.23
1560 754 221 77 13.58
1561 755 221 77 14.62
1562 757 132 77 17.08
1563 759 132 77 19.76
1564 760 231 77 15.22
1565 762 231 77 17.5
1566 765 232 77 20.16
1567 767 131 77 20.88
1568 768 231 77 18.63
1569 769 231 77 18.08
1570 777 131 77 27.98
1571 778 131 77 25.21
1572 780 231 77 29.18
1573 781 232 77 24.23
1574 785 131 77 23.06
1575 792 232 77 21.98
1576 794 232 77 23.3
1577 795 232 77 24.67
1578 797 131 77 15.2
1579 798 231 77 23.82
1580 799 231 77 19.55
1581 800 231 77 16.9
1582 801 231 77 20.85
1583 807 132 77 21.59
1584 810 131 77 21.45
1585 811 132 77 20.96
1586 813 231 77 26.86
1587 817 131 77 21.15
1588 819 131 77 12.1
1589 820 131 77 18.9
1590 822 131 77 14.03
1591 824 231 77 22.06
1592 827 131 77 16.49
1593 829 131 77 21.07
1594 830 131 77 22.92
1595 831 231 77 16.98
1596 834 231 77 19.46
1597 836 231 77 9.3
1598 839 131 77 16.12
1599 840 131 77 14.77
1600 851 131 77 21.61
1601 856 231 77 24.02
1602 858 131 77 25.33
1603 860 131 77 18.31
1604 862 231 77 30.22
1605 864 231 77 29.26
1606 865 131 77 28.09
1607 866 131 77 24.49
1608 867 231 77 18.56
1609 868 231 77 16.61
1610 869 231 77 25.93
1611 870 231 77 12.65
1612 875 131 77 22.37
1613 876 231 77 20.75
1614 878 231 77 20.03
1615 883 231 77 21.19
1616 884 231 77 22.39
1617 887 242 77 13.87
1618 888 241 77 11.61
1619 889 242 77 23.34
1620 890 242 77 17.4
1621 891 242 77 19.94
1622 892 141 77 23.5
1623 893 141 77 26.63
1624 896 141 77 17.52
1625 897 141 77 19.52
1626 898 141 77 16.88
1627 900 241 77 26.4
1628 901 241 77 22.55
1629 902 241 77 22.37
1630 903 141 77 29.5
1631 904 141 77 22.65
1632 905 141 77 25.03
1633 906 141 77 24.99
1634 908 241 77 31.09
1635 910 241 77 14.94
1636 911 241 77 26.24
1637 912 141 77 26.7
1638 913 141 77 23.93
1639 914 141 77 26.92
1640 915 241 77 27.98
1641 922 241 77 26.05
1642 925 141 77 25.76
1643 926 141 77 19.3
1644 927 141 77 28.1
1645 929 141 77 24.28
1646 930 241 77 19.62
1647 931 241 77 21.06
1648 932 241 77 25.96
1649 933 241 77 11.2
1650 934 141 77 27.38
1651 936 141 77 26.89
1652 937 141 77 20.63
1653 938 141 77 20.03
1654 939 141 77 22.98
1655 940 241 77 26.89
1656 941 241 77 22.14
1657 943 241 77 24.27
1658 944 141 77 26.27
1659 945 241 77 27.82
1660 946 241 77 27.9
1661 948 241 77 24.95
1662 949 241 77 24.41
1663 950 241 77 24.23
1664 951 241 77 17.76
1665 952 141 77 23.5
1666 953 141 77 26.26
1667 955 141 77 29.1
1668 956 141 77 25.78
1669 958 141 77 27.37
1670 959 241 77 33.1
1671 960 241 77 23.95
1672 964 141 77 23.56
1673 965 141 77 13.57
1674 967 241 77 22.35
1675 968 241 77 25.78
1676 969 241 77 23.08
1677 970 241 77 25.29
1678 971 241 77 22.38
1679 972 241 77 26.28
1680 975 141 77 28.25
1681 976 141 77 29.1
1682 977 141 77 28.57
1683 978 141 77 25.3
1684 979 141 77 23.72
1685 980 141 77 27.2
1686 981 141 77 26.38
1687 982 141 77 27.1
1688 983 141 77 28.6
1689 986 141 77 16.42
1690 987 141 77 19.26
1691 989 241 77 18.76
1692 992 141 77 28.25
1693 998 141 77 16.21
1694 999 141 77 19.18
1695 1000 241 77 17.13
1696 1001 241 77 17.75
1697 1003 241 77 21.75
1698 1004 241 77 18.63
1699 1006 241 77 21.43
1700 1008 141 77 25.2
1701 1010 141 77 28.3
1702 1011 141 77 24
1703 1012 241 77 34.5
1704 1013 241 77 24.24
1705 1014 241 77 25.53
1706 1016 241 77 29.64
1707 1017 241 77 34.39
1708 1022 141 77 25.3
1709 1023 241 77 24.4
1710 1034 251 77 25.3
1711 1112 151 77 14.1
1712 1122 251 77 23
1713 1125 251 77 16.7
1714 1128 151 77 24.5
1715 1135 152 77 22
1716 1136 151 77 14
1717 1141 252 77 20.2
1718 1169 151 77 21.8
1719 1170 151 77 18.25
1720 1187 251 77 22.15
1721 1194 151 77 22.8
1722 1195 151 77 20.8
1723 1214 252 77 22.1
1724 1215 252 77 23.9
1725 1226 152 77 26.8
1726 401 111 105 33.05
1727 403 111 105 36.03
1728 404 211 105 39.69
1729 406 211 105 22.5
1730 407 212 105 17.59
1731 409 112 105 36.2
1732 411 112 105 30.52
1733 412 112 105 40.32
1734 413 211 105 35.22
1735 414 211 105 35.46
1736 415 211 105 23.72
1737 416 212 105 33.66
1738 418 211 105 29.98
1739 421 111 105 32.06
1740 423 111 105 23.88
1741 424 212 105 39.69
1742 426 211 105 32.5
1743 428 211 105 34.25
1744 429 111 105 44.44
1745 432 211 105 47.23
1746 433 111 105 48.65
1747 434 211 105 33.32
1748 435 211 105 32.28
1749 440 111 105 27.24
1750 441 211 105 41.75
1751 442 211 105 37.75
1752 446 211 105 40.37
1753 448 111 105 29.98
1754 449 112 105 27.73
1755 450 111 105 31.91
1756 452 211 105 37.68
1757 453 212 105 37.3
1758 456 212 105 29.52
1759 457 212 105 23.44
1760 459 111 105 31.75
1761 460 111 105 45.65
1762 461 212 105 43.52
1763 462 211 105 33.6
1764 463 111 105 42.13
1765 466 111 105 26.82
1766 469 111 105 39.67
1767 472 211 105 27.96
1768 473 211 105 36.25
1769 474 111 105 32.74
1770 477 211 105 26.8
1771 478 211 105 35.37
1772 479 211 105 34.34
1773 481 111 105 37.61
1774 482 111 105 46.02
1775 486 211 105 32.72
1776 488 211 105 42.33
1777 489 212 105 31.45
1778 490 212 105 38.4
1779 494 112 105 33.67
1780 497 211 105 41.2
1781 498 211 105 36.63
1782 499 111 105 31.96
1783 500 111 105 35.43
1784 502 111 105 35.56
1785 503 111 105 33.83
1786 504 211 105 19.33
1787 505 211 105 27.22
1788 506 211 105 37.92
1789 507 111 105 12.79
1790 508 111 105 33.13
1791 512 111 105 17.01
1792 514 211 105 38.42
1793 516 111 105 34.36
1794 517 111 105 42.24
1795 519 111 105 34.53
1796 521 111 105 36.25
1797 530 111 105 29.81
1798 531 111 105 42.05
1799 532 111 105 29.42
1800 534 111 105 26.03
1801 536 111 105 19.74
1802 540 211 105 27.24
1803 541 211 105 25.59
1804 545 121 105 39.01
1805 546 121 105 27.07
1806 547 121 105 39.18
1807 550 221 105 45.69
1808 554 221 105 45.66
1809 555 221 105 32.89
1810 558 122 105 38.7
1811 560 222 105 32.04
1812 563 222 105 34.44
1813 564 221 105 34.32
1814 565 222 105 34.68
1815 567 121 105 24.39
1816 569 121 105 25.74
1817 573 221 105 33.68
1818 574 221 105 26.78
1819 578 121 105 41.27
1820 579 121 105 34.41
1821 581 122 105 37.42
1822 582 121 105 40.54
1823 583 221 105 42.85
1824 584 222 105 46.06
1825 585 222 105 43.88
1826 586 222 105 42.59
1827 587 222 105 41.3
1828 588 222 105 39.35
1829 589 121 105 38.88
1830 590 121 105 33.74
1831 591 122 105 32.7
1832 599 122 105 31.54
1833 601 122 105 30.38
1834 604 122 105 25.65
1835 605 122 105 36.32
1836 626 122 105 32.43
1837 629 122 105 36.25
1838 630 222 105 41.67
1839 631 221 105 34.06
1840 634 221 105 34.42
1841 635 221 105 32.4
1842 637 121 105 30.58
1843 638 121 105 39.92
1844 639 121 105 29.44
1845 640 221 105 37.55
1846 641 221 105 29.4
1847 643 121 105 35.77
1848 644 221 105 34.1
1849 645 221 105 28.15
1850 648 121 105 34.4
1851 649 121 105 37.38
1852 650 121 105 42.56
1853 653 221 105 34.44
1854 654 221 105 34.33
1855 659 121 105 38.93
1856 660 121 105 40.12
1857 662 221 105 29.64
1858 670 222 105 37.47
1859 673 222 105 39.3
1860 674 221 105 31.77
1861 677 121 105 35.1
1862 678 121 105 35.72
1863 679 121 105 40.29
1864 680 221 105 35.1
1865 681 222 105 31.84
1866 683 121 105 25.43
1867 684 121 105 30.47
1868 685 121 105 34.26
1869 688 121 105 32.46
1870 691 221 105 29.21
1871 692 221 105 24.76
1872 695 121 105 38.6
1873 696 121 105 22.16
1874 697 121 105 34.82
1875 698 121 105 32.16
1876 699 121 105 39.28
1877 700 121 105 44.06
1878 702 221 105 38.49
1879 703 221 105 36.25
1880 704 221 105 37.72
1881 705 221 105 34.66
1882 710 121 105 36.64
1883 711 121 105 36.24
1884 712 121 105 41.74
1885 713 221 105 39.15
1886 714 221 105 42.36
1887 715 221 105 35.57
1888 718 121 105 36.59
1889 720 121 105 35.35
1890 721 121 105 37.23
1891 722 221 105 37.05
1892 723 221 105 36.97
1893 725 221 105 37.31
1894 742 121 105 36.35
1895 743 121 105 21.6
1896 745 221 105 29.7
1897 746 221 105 25.74
1898 747 221 105 34
1899 748 221 105 25.65
1900 749 121 105 32.89
1901 750 221 105 33.96
1902 751 222 105 37.58
1903 752 221 105 33.8
1904 753 121 105 37
1905 754 221 105 28.6
1906 755 221 105 30.2
1907 757 132 105 28.09
1908 759 132 105 34.13
1909 760 231 105 36.25
1910 762 231 105 36.25
1911 765 232 105 35.57
1912 767 131 105 39.97
1913 768 231 105 36.54
1914 769 231 105 35.02
1915 777 131 105 43.36
1916 778 131 105 44.06
1917 780 231 105 47.19
1918 781 232 105 40.59
1919 785 131 105 40.58
1920 792 232 105 38.3
1921 794 232 105 40.47
1922 795 232 105 45.05
1923 797 131 105 29.8
1924 798 231 105 40.1
1925 799 231 105 36.6
1926 800 231 105 33.5
1927 801 231 105 40.14
1928 807 132 105 30.89
1929 810 131 105 39.57
1930 811 132 105 37.35
1931 813 231 105 42.64
1932 817 131 105 39.15
1933 819 131 105 25.62
1934 820 131 105 32.85
1935 822 131 105 29.45
1936 824 231 105 38.46
1937 827 131 105 24.7
1938 829 131 105 37.71
1939 830 131 105 39.2
1940 831 231 105 29.3
1941 834 231 105 34.32
1942 836 231 105 24.72
1943 839 131 105 27.74
1944 840 131 105 30.5
1945 851 131 105 42.14
1946 856 231 105 41.4
1947 858 131 105 38.3
1948 860 131 105 30.1
1949 862 231 105 51.95
1950 864 231 105 39.8
1951 865 131 105 43.75
1952 866 131 105 42.4
1953 867 231 105 24.28
1954 868 231 105 29.54
1955 869 231 105 43.82
1956 870 231 105 21.6
1957 875 131 105 30.1
1958 876 231 105 30.18
1959 878 231 105 34.13
1960 883 231 105 37.3
1961 884 231 105 37.67
1962 887 242 105 35.07
1963 888 241 105 23.85
1964 889 242 105 40.84
1965 890 242 105 35.9
1966 891 242 105 34.26
1967 892 141 105 41.5
1968 893 141 105 51.6
1969 896 141 105 30.19
1970 897 141 105 34.35
1971 898 141 105 33.22
1972 900 241 105 45.23
1973 901 241 105 44.88
1974 902 241 105 40.32
1975 903 141 105 43.1
1976 904 141 105 29.8
1977 905 141 105 42.2
1978 906 141 105 41.2
1979 908 241 105 42.7
1980 910 241 105 30.7
1981 911 241 105 38.2
1982 912 141 105 41
1983 913 141 105 44.9
1984 914 141 105 41.2
1985 915 241 105 48.7
1986 922 241 105 43.9
1987 925 141 105 41.8
1988 926 141 105 35.6
1989 927 141 105 52.1
1990 929 141 105 40.4
1991 930 241 105 34.1
1992 931 241 105 38.7
1993 932 241 105 41.6
1994 933 241 105 23.2
1995 934 141 105 42
1996 936 141 105 45
1997 937 141 105 32.8
1998 938 141 105 39
1999 939 141 105 40.3
2000 940 241 105 42.6
2001 941 241 105 37.8
2002 943 241 105 41.2
2003 944 141 105 32.95
2004 945 241 105 49
2005 946 241 105 45.8
2006 948 241 105 41.4
2007 949 241 105 40.05
2008 950 241 105 42.1
2009 951 241 105 30.9
2010 952 141 105 41.45
2011 953 141 105 41.7
2012 955 141 105 46.2
2013 956 141 105 44.8
2014 958 141 105 44.05
2015 959 241 105 41.45
2016 960 241 105 41.38
2017 964 141 105 39.1
2018 965 141 105 30.1
2019 967 241 105 41.8
2020 968 241 105 44.5
2021 969 241 105 41
2022 970 241 105 44
2023 971 241 105 38.6
2024 972 241 105 44.8
2025 975 141 105 44.7
2026 976 141 105 46.9
2027 977 141 105 44
2028 978 141 105 40.2
2029 979 141 105 40.6
2030 980 141 105 41.9
2031 981 141 105 40.3
2032 982 141 105 42.8
2033 983 141 105 48
2034 986 141 105 31.2
2035 987 141 105 36.5
2036 989 241 105 36.6
2037 992 141 105 36.7
2038 998 141 105 44.2
2039 999 141 105 38.1
2040 1000 241 105 35.6
2041 1001 241 105 33.7
2042 1003 241 105 40.1
2043 1004 241 105 30.6
2044 1006 241 105 39.6
2045 1008 141 105 42.9
2046 1010 141 105 49
2047 1011 141 105 39.5
2048 1012 241 105 55
2049 1013 241 105 42.5
2050 1014 241 105 42.8
2051 1016 241 105 47
2052 1017 241 105 50.9
2053 1022 141 105 49
2054 1023 241 105 45.3
2055 1034 251 105 28.5
2056 1112 151 105 26
2057 1122 251 105 28.4
2058 1125 251 105 26
2059 1128 151 105 40.2
2060 1135 152 105 40
2061 1136 151 105 29.5
2062 1141 252 105 34.4
2063 1169 151 105 35.3
2064 1170 151 105 31
2065 1187 251 105 35
2066 1194 151 105 38.1
2067 1195 151 105 36.6
2068 1214 252 105 31.7
2069 1215 252 105 36.5
2070 1226 152 105 41
